REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2014,Province 7,Second quintile,Clothing and accessories,Dollars,C662,1912,Couple families,25 to 34 years,"$90,000 and over",7460
2014,Province 7,Second quintile,Transportation,Dollars,C663,7459,Couple families,25 to 34 years,Median total income,75480
2014,Province 7,Third quintile,Total expenditure,Dollars,C664,58311,Couple families,35 to 44 years,All income groups,31940
2014,Province 7,Third quintile,Food purchased from stores,Dollars,C665,6069,Couple families,35 to 44 years,"Under $10,000",380
2014,Province 7,Third quintile,Food purchased from restaurants,Dollars,C666,1812,Couple families,35 to 44 years,"$10,000 and over",31560
2014,Province 7,Third quintile,Shelter,Dollars,C667,12323,Couple families,35 to 44 years,"$15,000 and over",31340
2014,Province 7,Third quintile,Principal accommodation,Dollars,C668,11348,Couple families,35 to 44 years,"$20,000 and over",31070
2014,Province 7,Third quintile,Rented living quarters,Dollars,C669,3269,Couple families,35 to 44 years,"$25,000 and over",30670
2014,Province 7,Third quintile,Owned living quarters,Dollars,C670,6072,Couple families,35 to 44 years,"$30,000 and over",30110
2014,Province 7,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C671,2007,Couple families,35 to 44 years,"$35,000 and over",29500
2014,Province 7,Third quintile,Other accommodation,Dollars,C672,975,Couple families,35 to 44 years,"$40,000 and over",28750
2014,Province 7,Third quintile,Household operations,Dollars,C673,3423,Couple families,35 to 44 years,"$45,000 and over",27940
2014,Province 7,Third quintile,Communications,Dollars,C674,1698,Couple families,35 to 44 years,"$50,000 and over",26950
2014,Province 7,Third quintile,Household furnishings and equipment,Dollars,C675,1490,Couple families,35 to 44 years,"$60,000 and over",24590
2014,Province 7,Third quintile,Household furnishings,Dollars,C676,692,Couple families,35 to 44 years,"$70,000 and over",22100
2014,Province 7,Third quintile,Household equipment,Dollars,C677,730,Couple families,35 to 44 years,"$75,000 and over",20790
2014,Province 7,Third quintile,Household appliances,Dollars,C678,411,Couple families,35 to 44 years,"$80,000 and over",19390
2014,Province 7,Third quintile,Clothing and accessories,Dollars,C679,2937,Couple families,35 to 44 years,"$90,000 and over",16740
2014,Province 7,Third quintile,Transportation,Dollars,C680,9182,Couple families,35 to 44 years,Median total income,93220
2014,Province 7,Fourth quintile,Total expenditure,Dollars,C681,80310,Couple families,45 to 54 years,All income groups,38970
2014,Province 7,Fourth quintile,Food purchased from stores,Dollars,C682,6811,Couple families,45 to 54 years,"Under $10,000",430
2014,Province 7,Fourth quintile,Food purchased from restaurants,Dollars,C683,2347,Couple families,45 to 54 years,"$10,000 and over",38540
2014,Province 7,Fourth quintile,Shelter,Dollars,C684,14339,Couple families,45 to 54 years,"$15,000 and over",38170
2014,Province 7,Fourth quintile,Principal accommodation,Dollars,C685,13192,Couple families,45 to 54 years,"$20,000 and over",37750
2014,Province 7,Fourth quintile,Rented living quarters,Dollars,C686,2628,Couple families,45 to 54 years,"$25,000 and over",37300
2014,Province 7,Fourth quintile,Owned living quarters,Dollars,C687,8378,Couple families,45 to 54 years,"$30,000 and over",36730
2014,Province 7,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C688,2186,Couple families,45 to 54 years,"$35,000 and over",36060
2014,Province 7,Fourth quintile,Other accommodation,Dollars,C689,1146,Couple families,45 to 54 years,"$40,000 and over",35210
2014,Province 7,Fourth quintile,Household operations,Dollars,C690,4333,Couple families,45 to 54 years,"$45,000 and over",34250
2014,Province 7,Fourth quintile,Communications,Dollars,C691,1947,Couple families,45 to 54 years,"$50,000 and over",33160
2014,Province 7,Fourth quintile,Household furnishings and equipment,Dollars,C692,1962,Couple families,45 to 54 years,"$60,000 and over",30630
2014,Province 7,Fourth quintile,Household furnishings,Dollars,C693,698,Couple families,45 to 54 years,"$70,000 and over",27880
2014,Province 7,Fourth quintile,Household equipment,Dollars,C694,1149,Couple families,45 to 54 years,"$75,000 and over",26420
2014,Province 7,Fourth quintile,Household appliances,Dollars,C695,496,Couple families,45 to 54 years,"$80,000 and over",24940
2014,Province 7,Fourth quintile,Clothing and accessories,Dollars,C696,3376,Couple families,45 to 54 years,"$90,000 and over",22060
2014,Province 7,Fourth quintile,Transportation,Dollars,C697,13126,Couple families,45 to 54 years,Median total income,99390
2014,Province 7,Highest quintile,Total expenditure,Dollars,C698,140931,Couple families,55 to 64 years,All income groups,43300
2014,Province 7,Highest quintile,Food purchased from stores,Dollars,C699,9222,Couple families,55 to 64 years,"Under $10,000",390
2014,Province 7,Highest quintile,Food purchased from restaurants,Dollars,C700,3159,Couple families,55 to 64 years,"$10,000 and over",42910
2014,Province 7,Highest quintile,Shelter,Dollars,C701,21213,Couple families,55 to 64 years,"$15,000 and over",42100
2014,Province 7,Highest quintile,Principal accommodation,Dollars,C702,17978,Couple families,55 to 64 years,"$20,000 and over",41550
2014,Province 7,Highest quintile,Rented living quarters,Dollars,C703,1315,Couple families,55 to 64 years,"$25,000 and over",40830
2014,Province 7,Highest quintile,Owned living quarters,Dollars,C704,13684,Couple families,55 to 64 years,"$30,000 and over",39890
2014,Province 7,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C705,2979,Couple families,55 to 64 years,"$35,000 and over",38750
2014,Province 7,Highest quintile,Other accommodation,Dollars,C706,3235,Couple families,55 to 64 years,"$40,000 and over",37390
2014,Province 7,Highest quintile,Household operations,Dollars,C707,6046,Couple families,55 to 64 years,"$45,000 and over",35820
2014,Province 7,Highest quintile,Communications,Dollars,C708,2252,Couple families,55 to 64 years,"$50,000 and over",34160
2014,Province 7,Highest quintile,Household furnishings and equipment,Dollars,C709,3368,Couple families,55 to 64 years,"$60,000 and over",30180
2014,Province 7,Highest quintile,Household furnishings,Dollars,C710,1542,Couple families,55 to 64 years,"$70,000 and over",26240
2014,Province 7,Highest quintile,Household equipment,Dollars,C711,1641,Couple families,55 to 64 years,"$75,000 and over",24340
2014,Province 7,Highest quintile,Household appliances,Dollars,C712,708,Couple families,55 to 64 years,"$80,000 and over",22420
2014,Province 7,Highest quintile,Clothing and accessories,Dollars,C713,5537,Couple families,55 to 64 years,"$90,000 and over",18950
2014,Province 7,Highest quintile,Transportation,Dollars,C714,18797,Couple families,55 to 64 years,Median total income,82140
2014,Province 8,All quintiles,Total expenditure,Dollars,C715,84406,Couple families,Total all ages,All income groups,29940
2014,Province 8,All quintiles,Food purchased from stores,Dollars,C716,5779,Couple families,Total all ages,"Under $10,000",310
2014,Province 8,All quintiles,Food purchased from restaurants,Dollars,C717,2324,Couple families,Total all ages,"$10,000 and over",29630
2014,Province 8,All quintiles,Shelter,Dollars,C718,19409,Couple families,Total all ages,"$15,000 and over",29330
2014,Province 8,All quintiles,Principal accommodation,Dollars,C719,17695,Couple families,Total all ages,"$20,000 and over",29020
2014,Province 8,All quintiles,Rented living quarters,Dollars,C720,3811,Couple families,Total all ages,"$25,000 and over",28580
2014,Province 8,All quintiles,Owned living quarters,Dollars,C721,11088,Couple families,Total all ages,"$30,000 and over",27850
2014,Province 8,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C722,2796,Couple families,Total all ages,"$35,000 and over",26740
2014,Province 8,All quintiles,Other accommodation,Dollars,C723,1714,Couple families,Total all ages,"$40,000 and over",25610
2014,Province 8,All quintiles,Household operations,Dollars,C724,4691,Couple families,Total all ages,"$45,000 and over",24520
2014,Province 8,All quintiles,Communications,Dollars,C725,2255,Couple families,Total all ages,"$50,000 and over",23370
2014,Province 8,All quintiles,Household furnishings and equipment,Dollars,C726,2226,Couple families,Total all ages,"$60,000 and over",20980
2014,Province 8,All quintiles,Household furnishings,Dollars,C727,1018,Couple families,Total all ages,"$70,000 and over",18640
2014,Province 8,All quintiles,Household equipment,Dollars,C728,1021,Couple families,Total all ages,"$75,000 and over",17570
2014,Province 8,All quintiles,Household appliances,Dollars,C729,476,Couple families,Total all ages,"$80,000 and over",16390
2014,Province 8,All quintiles,Clothing and accessories,Dollars,C730,3884,Couple families,Total all ages,"$90,000 and over",14320
2014,Province 8,All quintiles,Transportation,Dollars,C731,11712,Couple families,Total all ages,Median total income,86890
2014,Province 8,Lowest quintile,Total expenditure,Dollars,C732,35331,Couple families,0 to 24 years,All income groups,430
2014,Province 8,Lowest quintile,Food purchased from stores,Dollars,C733,4043,Couple families,0 to 24 years,"Under $10,000",30
2014,Province 8,Lowest quintile,Food purchased from restaurants,Dollars,C734,895,Couple families,0 to 24 years,"$10,000 and over",400
2014,Province 8,Lowest quintile,Shelter,Dollars,C735,12481,Couple families,0 to 24 years,"$15,000 and over",380
2014,Province 8,Lowest quintile,Principal accommodation,Dollars,C736,11528,Couple families,0 to 24 years,"$20,000 and over",350
2014,Province 8,Lowest quintile,Rented living quarters,Dollars,C737,6248,Couple families,0 to 24 years,"$25,000 and over",300
2014,Province 8,Lowest quintile,Owned living quarters,Dollars,C738,3776,Couple families,0 to 24 years,"$30,000 and over",270
2014,Province 8,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C739,1504,Couple families,0 to 24 years,"$35,000 and over",240
2014,Province 8,Lowest quintile,Household operations,Dollars,C741,2453,Couple families,0 to 24 years,"$45,000 and over",160
2014,Province 8,Lowest quintile,Communications,Dollars,C742,1524,Couple families,0 to 24 years,"$50,000 and over",130
2014,Province 8,Lowest quintile,Household furnishings and equipment,Dollars,C743,928,Couple families,0 to 24 years,"$60,000 and over",90
2014,Province 8,Lowest quintile,Household furnishings,Dollars,C744,538,Couple families,0 to 24 years,"$70,000 and over",60
2014,Province 8,Lowest quintile,Household equipment,Dollars,C745,329,Couple families,0 to 24 years,"$75,000 and over",50
2014,Province 8,Lowest quintile,Household appliances,Dollars,C746,196,Couple families,0 to 24 years,"$80,000 and over",50
2014,Province 8,Lowest quintile,Clothing and accessories,Dollars,C747,1974,Couple families,0 to 24 years,"$90,000 and over",30
2014,Province 8,Lowest quintile,Transportation,Dollars,C748,5279,Couple families,0 to 24 years,Median total income,37990
2014,Province 8,Second quintile,Total expenditure,Dollars,C749,46835,Couple families,25 to 34 years,All income groups,3400
2014,Province 8,Second quintile,Food purchased from stores,Dollars,C750,4534,Couple families,25 to 34 years,"Under $10,000",60
2014,Province 8,Second quintile,Food purchased from restaurants,Dollars,C751,1341,Couple families,25 to 34 years,"$10,000 and over",3340
2014,Province 8,Second quintile,Shelter,Dollars,C752,14187,Couple families,25 to 34 years,"$15,000 and over",3300
2014,Province 8,Second quintile,Principal accommodation,Dollars,C753,13492,Couple families,25 to 34 years,"$20,000 and over",3260
2014,Province 8,Second quintile,Rented living quarters,Dollars,C754,5608,Couple families,25 to 34 years,"$25,000 and over",3180
2014,Province 8,Second quintile,Owned living quarters,Dollars,C755,5746,Couple families,25 to 34 years,"$30,000 and over",3090
2014,Province 8,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C756,2138,Couple families,25 to 34 years,"$35,000 and over",3020
2014,Province 8,Second quintile,Other accommodation,Dollars,C757,695,Couple families,25 to 34 years,"$40,000 and over",2900
2014,Province 8,Second quintile,Household operations,Dollars,C758,3266,Couple families,25 to 34 years,"$45,000 and over",2770
2014,Province 8,Second quintile,Communications,Dollars,C759,1856,Couple families,25 to 34 years,"$50,000 and over",2620
2014,Province 8,Second quintile,Household furnishings and equipment,Dollars,C760,1101,Couple families,25 to 34 years,"$60,000 and over",2330
2014,Province 8,Second quintile,Household furnishings,Dollars,C761,516,Couple families,25 to 34 years,"$70,000 and over",2000
2014,Province 8,Second quintile,Household equipment,Dollars,C762,506,Couple families,25 to 34 years,"$75,000 and over",1880
2014,Province 8,Second quintile,Household appliances,Dollars,C763,251,Couple families,25 to 34 years,"$80,000 and over",1720
2014,Province 8,Second quintile,Clothing and accessories,Dollars,C764,2666,Couple families,25 to 34 years,"$90,000 and over",1460
2014,Province 8,Second quintile,Transportation,Dollars,C765,6411,Couple families,25 to 34 years,Median total income,80750
2014,Province 8,Third quintile,Total expenditure,Dollars,C766,70767,Couple families,35 to 44 years,All income groups,5350
2014,Province 8,Third quintile,Food purchased from stores,Dollars,C767,5642,Couple families,35 to 44 years,"Under $10,000",70
2014,Province 8,Third quintile,Food purchased from restaurants,Dollars,C768,2036,Couple families,35 to 44 years,"$10,000 and over",5280
2014,Province 8,Third quintile,Shelter,Dollars,C769,17582,Couple families,35 to 44 years,"$15,000 and over",5240
2014,Province 8,Third quintile,Principal accommodation,Dollars,C770,16567,Couple families,35 to 44 years,"$20,000 and over",5200
2014,Province 8,Third quintile,Rented living quarters,Dollars,C771,3790,Couple families,35 to 44 years,"$25,000 and over",5140
2014,Province 8,Third quintile,Owned living quarters,Dollars,C772,10097,Couple families,35 to 44 years,"$30,000 and over",5050
2014,Province 8,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C773,2681,Couple families,35 to 44 years,"$35,000 and over",4970
2014,Province 8,Third quintile,Other accommodation,Dollars,C774,1014,Couple families,35 to 44 years,"$40,000 and over",4860
2014,Province 8,Third quintile,Household operations,Dollars,C775,4212,Couple families,35 to 44 years,"$45,000 and over",4740
2014,Province 8,Third quintile,Communications,Dollars,C776,2191,Couple families,35 to 44 years,"$50,000 and over",4590
2014,Province 8,Third quintile,Household furnishings and equipment,Dollars,C777,2435,Couple families,35 to 44 years,"$60,000 and over",4270
2014,Province 8,Third quintile,Household furnishings,Dollars,C778,1214,Couple families,35 to 44 years,"$70,000 and over",3960
2014,Province 8,Third quintile,Household equipment,Dollars,C779,1099,Couple families,35 to 44 years,"$75,000 and over",3780
2014,Province 8,Third quintile,Household appliances,Dollars,C780,436,Couple families,35 to 44 years,"$80,000 and over",3560
2014,Province 8,Third quintile,Clothing and accessories,Dollars,C781,3766,Couple families,35 to 44 years,"$90,000 and over",3210
2014,Province 8,Third quintile,Transportation,Dollars,C782,11986,Couple families,35 to 44 years,Median total income,103990
2014,Province 8,Fourth quintile,Total expenditure,Dollars,C783,97755,Couple families,45 to 54 years,All income groups,6510
2014,Province 8,Fourth quintile,Food purchased from stores,Dollars,C784,6952,Couple families,45 to 54 years,"Under $10,000",80
2014,Province 8,Fourth quintile,Food purchased from restaurants,Dollars,C785,3079,Couple families,45 to 54 years,"$10,000 and over",6430
2014,Province 8,Fourth quintile,Shelter,Dollars,C786,21913,Couple families,45 to 54 years,"$15,000 and over",6370
2014,Province 8,Fourth quintile,Principal accommodation,Dollars,C787,19996,Couple families,45 to 54 years,"$20,000 and over",6300
2014,Province 8,Fourth quintile,Rented living quarters,Dollars,C788,2187,Couple families,45 to 54 years,"$25,000 and over",6230
2014,Province 8,Fourth quintile,Owned living quarters,Dollars,C789,14554,Couple families,45 to 54 years,"$30,000 and over",6130
2014,Province 8,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C790,3255,Couple families,45 to 54 years,"$35,000 and over",6030
2014,Province 8,Fourth quintile,Other accommodation,Dollars,C791,1917,Couple families,45 to 54 years,"$40,000 and over",5900
2014,Province 8,Fourth quintile,Household operations,Dollars,C792,5721,Couple families,45 to 54 years,"$45,000 and over",5790
2014,Province 8,Fourth quintile,Communications,Dollars,C793,2687,Couple families,45 to 54 years,"$50,000 and over",5660
2014,Province 8,Fourth quintile,Household furnishings and equipment,Dollars,C794,2793,Couple families,45 to 54 years,"$60,000 and over",5340
2014,Province 8,Fourth quintile,Household furnishings,Dollars,C795,1017,Couple families,45 to 54 years,"$70,000 and over",5000
2014,Province 8,Fourth quintile,Household equipment,Dollars,C796,1420,Couple families,45 to 54 years,"$75,000 and over",4840
2014,Province 8,Fourth quintile,Household appliances,Dollars,C797,748,Couple families,45 to 54 years,"$80,000 and over",4640
2014,Province 8,Fourth quintile,Clothing and accessories,Dollars,C798,4543,Couple families,45 to 54 years,"$90,000 and over",4230
2014,Province 8,Fourth quintile,Transportation,Dollars,C799,14649,Couple families,45 to 54 years,Median total income,113240
2014,Province 8,Highest quintile,Total expenditure,Dollars,C800,170973,Couple families,55 to 64 years,All income groups,6860
2014,Province 8,Highest quintile,Food purchased from stores,Dollars,C801,7712,Couple families,55 to 64 years,"Under $10,000",50
2014,Province 8,Highest quintile,Food purchased from restaurants,Dollars,C802,4259,Couple families,55 to 64 years,"$10,000 and over",6810
2014,Province 8,Highest quintile,Shelter,Dollars,C803,30833,Couple families,55 to 64 years,"$15,000 and over",6690
2014,Province 8,Highest quintile,Principal accommodation,Dollars,C804,26850,Couple families,55 to 64 years,"$20,000 and over",6600
2014,Province 8,Highest quintile,Rented living quarters,Dollars,C805,1236,Couple families,55 to 64 years,"$25,000 and over",6500
2014,Province 8,Highest quintile,Owned living quarters,Dollars,C806,21219,Couple families,55 to 64 years,"$30,000 and over",6380
2014,Province 8,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C807,4395,Couple families,55 to 64 years,"$35,000 and over",6250
2014,Province 8,Highest quintile,Other accommodation,Dollars,C808,3983,Couple families,55 to 64 years,"$40,000 and over",6060
2014,Province 8,Highest quintile,Household operations,Dollars,C809,7788,Couple families,55 to 64 years,"$45,000 and over",5870
2014,Province 8,Highest quintile,Communications,Dollars,C810,3012,Couple families,55 to 64 years,"$50,000 and over",5660
2014,Province 8,Highest quintile,Household furnishings and equipment,Dollars,C811,3863,Couple families,55 to 64 years,"$60,000 and over",5170
2014,Province 8,Highest quintile,Household furnishings,Dollars,C812,1802,Couple families,55 to 64 years,"$70,000 and over",4660
2014,Province 8,Highest quintile,Household equipment,Dollars,C813,1748,Couple families,55 to 64 years,"$75,000 and over",4440
2014,Province 8,Highest quintile,Household appliances,Dollars,C814,746,Couple families,55 to 64 years,"$80,000 and over",4160
2014,Province 8,Highest quintile,Clothing and accessories,Dollars,C815,6460,Couple families,55 to 64 years,"$90,000 and over",3630
2014,Province 8,Highest quintile,Transportation,Dollars,C816,20195,Couple families,55 to 64 years,Median total income,94120
2014,Province 9,All quintiles,Total expenditure,Dollars,C817,93419,Couple families,Total all ages,All income groups,1930260
2014,Province 9,All quintiles,Food purchased from stores,Dollars,C818,6197,Couple families,Total all ages,"Under $10,000",24050
2014,Province 9,All quintiles,Food purchased from restaurants,Dollars,C819,2474,Couple families,Total all ages,"$10,000 and over",1906220
2014,Province 9,All quintiles,Shelter,Dollars,C820,18680,Couple families,Total all ages,"$15,000 and over",1890640
2014,Province 9,All quintiles,Principal accommodation,Dollars,C821,16549,Couple families,Total all ages,"$20,000 and over",1864490
2014,Province 9,All quintiles,Rented living quarters,Dollars,C822,3653,Couple families,Total all ages,"$25,000 and over",1833910
2014,Province 9,All quintiles,Owned living quarters,Dollars,C823,9805,Couple families,Total all ages,"$30,000 and over",1778370
2014,Province 9,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C824,3091,Couple families,Total all ages,"$35,000 and over",1690460
2014,Province 9,All quintiles,Other accommodation,Dollars,C825,2132,Couple families,Total all ages,"$40,000 and over",1608290
2014,Province 9,All quintiles,Household operations,Dollars,C826,4730,Couple families,Total all ages,"$45,000 and over",1527810
2014,Province 9,All quintiles,Communications,Dollars,C827,2413,Couple families,Total all ages,"$50,000 and over",1445520
2014,Province 9,All quintiles,Household furnishings and equipment,Dollars,C828,2266,Couple families,Total all ages,"$60,000 and over",1281280
2014,Province 9,All quintiles,Household furnishings,Dollars,C829,1044,Couple families,Total all ages,"$70,000 and over",1119740
2014,Province 9,All quintiles,Household equipment,Dollars,C830,1125,Couple families,Total all ages,"$75,000 and over",1041380
2014,Province 9,All quintiles,Household appliances,Dollars,C831,466,Couple families,Total all ages,"$80,000 and over",964750
2014,Province 9,All quintiles,Clothing and accessories,Dollars,C832,3935,Couple families,Total all ages,"$90,000 and over",818470
2014,Province 9,All quintiles,Transportation,Dollars,C833,14595,Couple families,Total all ages,Median total income,79980
2014,Province 9,Lowest quintile,Total expenditure,Dollars,C834,39671,Couple families,0 to 24 years,All income groups,31210
2014,Province 9,Lowest quintile,Food purchased from stores,Dollars,C835,3469,Couple families,0 to 24 years,"Under $10,000",1650
2014,Province 9,Lowest quintile,Food purchased from restaurants,Dollars,C836,1273,Couple families,0 to 24 years,"$10,000 and over",29550
2014,Province 9,Lowest quintile,Shelter,Dollars,C837,11094,Couple families,0 to 24 years,"$15,000 and over",27960
2014,Province 9,Lowest quintile,Principal accommodation,Dollars,C838,10721,Couple families,0 to 24 years,"$20,000 and over",25860
2014,Province 9,Lowest quintile,Rented living quarters,Dollars,C839,5317,Couple families,0 to 24 years,"$25,000 and over",23370
2014,Province 9,Lowest quintile,Owned living quarters,Dollars,C840,3455,Couple families,0 to 24 years,"$30,000 and over",20900
2014,Province 9,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C841,1950,Couple families,0 to 24 years,"$35,000 and over",18350
2014,Province 9,Lowest quintile,Other accommodation,Dollars,C842,373,Couple families,0 to 24 years,"$40,000 and over",15820
2014,Province 9,Lowest quintile,Household operations,Dollars,C843,2744,Couple families,0 to 24 years,"$45,000 and over",13330
2014,Province 9,Lowest quintile,Communications,Dollars,C844,1575,Couple families,0 to 24 years,"$50,000 and over",10960
2014,Province 9,Lowest quintile,Household furnishings and equipment,Dollars,C845,1371,Couple families,0 to 24 years,"$60,000 and over",7250
2014,Province 9,Lowest quintile,Household furnishings,Dollars,C846,588,Couple families,0 to 24 years,"$70,000 and over",4640
2014,Province 9,Lowest quintile,Household equipment,Dollars,C847,706,Couple families,0 to 24 years,"$75,000 and over",3620
2014,Province 9,Lowest quintile,Household appliances,Dollars,C848,286,Couple families,0 to 24 years,"$80,000 and over",2810
2014,Province 9,Lowest quintile,Clothing and accessories,Dollars,C849,1649,Couple families,0 to 24 years,"$90,000 and over",1630
2014,Province 9,Lowest quintile,Transportation,Dollars,C850,7768,Couple families,0 to 24 years,Median total income,40400
2014,Province 9,Second quintile,Total expenditure,Dollars,C851,60731,Couple families,25 to 34 years,All income groups,251870
2014,Province 9,Second quintile,Food purchased from stores,Dollars,C852,5260,Couple families,25 to 34 years,"Under $10,000",5380
2014,Province 9,Second quintile,Food purchased from restaurants,Dollars,C853,2046,Couple families,25 to 34 years,"$10,000 and over",246500
2014,Province 9,Second quintile,Shelter,Dollars,C854,14336,Couple families,25 to 34 years,"$15,000 and over",242950
2014,Province 9,Second quintile,Principal accommodation,Dollars,C855,13353,Couple families,25 to 34 years,"$20,000 and over",237980
2014,Province 9,Second quintile,Rented living quarters,Dollars,C856,4328,Couple families,25 to 34 years,"$25,000 and over",232320
2014,Province 9,Second quintile,Owned living quarters,Dollars,C857,6396,Couple families,25 to 34 years,"$30,000 and over",225890
2014,Province 9,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C858,2629,Couple families,25 to 34 years,"$35,000 and over",218710
2014,Province 9,Second quintile,Other accommodation,Dollars,C859,983,Couple families,25 to 34 years,"$40,000 and over",210740
2014,Province 9,Second quintile,Household operations,Dollars,C860,3838,Couple families,25 to 34 years,"$45,000 and over",201390
2014,Province 9,Second quintile,Communications,Dollars,C861,1985,Couple families,25 to 34 years,"$50,000 and over",190730
2014,Province 9,Second quintile,Household furnishings and equipment,Dollars,C862,1520,Couple families,25 to 34 years,"$60,000 and over",167010
2014,Province 9,Second quintile,Household furnishings,Dollars,C863,619,Couple families,25 to 34 years,"$70,000 and over",141660
2014,Province 9,Second quintile,Household equipment,Dollars,C864,844,Couple families,25 to 34 years,"$75,000 and over",128630
2014,Province 9,Second quintile,Household appliances,Dollars,C865,352,Couple families,25 to 34 years,"$80,000 and over",115720
2014,Province 9,Second quintile,Clothing and accessories,Dollars,C866,2635,Couple families,25 to 34 years,"$90,000 and over",91260
2014,Province 9,Second quintile,Transportation,Dollars,C867,10327,Couple families,25 to 34 years,Median total income,76030
2014,Province 9,Third quintile,Total expenditure,Dollars,C868,82073,Couple families,35 to 44 years,All income groups,374200
2014,Province 9,Third quintile,Food purchased from stores,Dollars,C869,6576,Couple families,35 to 44 years,"Under $10,000",6710
2014,Province 9,Third quintile,Food purchased from restaurants,Dollars,C870,2207,Couple families,35 to 44 years,"$10,000 and over",367490
2014,Province 9,Third quintile,Shelter,Dollars,C871,17983,Couple families,35 to 44 years,"$15,000 and over",363760
2014,Province 9,Third quintile,Principal accommodation,Dollars,C872,16244,Couple families,35 to 44 years,"$20,000 and over",358500
2014,Province 9,Third quintile,Rented living quarters,Dollars,C873,3828,Couple families,35 to 44 years,"$25,000 and over",352320
2014,Province 9,Third quintile,Owned living quarters,Dollars,C874,9448,Couple families,35 to 44 years,"$30,000 and over",345530
2014,Province 9,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C875,2968,Couple families,35 to 44 years,"$35,000 and over",337970
2014,Province 9,Third quintile,Other accommodation,Dollars,C876,1739,Couple families,35 to 44 years,"$40,000 and over",329490
2014,Province 9,Third quintile,Household operations,Dollars,C877,4498,Couple families,35 to 44 years,"$45,000 and over",319820
2014,Province 9,Third quintile,Communications,Dollars,C878,2520,Couple families,35 to 44 years,"$50,000 and over",308530
2014,Province 9,Third quintile,Household furnishings and equipment,Dollars,C879,2110,Couple families,35 to 44 years,"$60,000 and over",283250
2014,Province 9,Third quintile,Household furnishings,Dollars,C880,1035,Couple families,35 to 44 years,"$70,000 and over",255620
2014,Province 9,Third quintile,Household equipment,Dollars,C881,1015,Couple families,35 to 44 years,"$75,000 and over",241320
2014,Province 9,Third quintile,Household appliances,Dollars,C882,353,Couple families,35 to 44 years,"$80,000 and over",226350
2014,Province 9,Third quintile,Clothing and accessories,Dollars,C883,3263,Couple families,35 to 44 years,"$90,000 and over",195520
2014,Province 9,Third quintile,Transportation,Dollars,C884,14268,Couple families,35 to 44 years,Median total income,92770
2014,Province 9,Fourth quintile,Total expenditure,Dollars,C885,108782,Couple families,45 to 54 years,All income groups,390650
2014,Province 9,Fourth quintile,Food purchased from stores,Dollars,C886,6932,Couple families,45 to 54 years,"Under $10,000",4880
2014,Province 9,Fourth quintile,Food purchased from restaurants,Dollars,C887,2646,Couple families,45 to 54 years,"$10,000 and over",385770
2014,Province 9,Fourth quintile,Shelter,Dollars,C888,21115,Couple families,45 to 54 years,"$15,000 and over",383260
2014,Province 9,Fourth quintile,Principal accommodation,Dollars,C889,18844,Couple families,45 to 54 years,"$20,000 and over",379200
2014,Province 9,Fourth quintile,Rented living quarters,Dollars,C890,2860,Couple families,45 to 54 years,"$25,000 and over",374110
2014,Province 9,Fourth quintile,Owned living quarters,Dollars,C891,12293,Couple families,45 to 54 years,"$30,000 and over",368280
2014,Province 9,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C892,3692,Couple families,45 to 54 years,"$35,000 and over",361340
2014,Province 9,Fourth quintile,Other accommodation,Dollars,C893,2270,Couple families,45 to 54 years,"$40,000 and over",353580
2014,Province 9,Fourth quintile,Household operations,Dollars,C894,5742,Couple families,45 to 54 years,"$45,000 and over",344440
2014,Province 9,Fourth quintile,Communications,Dollars,C895,2795,Couple families,45 to 54 years,"$50,000 and over",334070
2014,Province 9,Fourth quintile,Household furnishings and equipment,Dollars,C896,2728,Couple families,45 to 54 years,"$60,000 and over",311020
2014,Province 9,Fourth quintile,Household furnishings,Dollars,C897,1196,Couple families,45 to 54 years,"$70,000 and over",285780
2014,Province 9,Fourth quintile,Household equipment,Dollars,C898,1405,Couple families,45 to 54 years,"$75,000 and over",272530
2014,Province 9,Fourth quintile,Household appliances,Dollars,C899,567,Couple families,45 to 54 years,"$80,000 and over",259060
2014,Province 9,Fourth quintile,Clothing and accessories,Dollars,C900,5069,Couple families,45 to 54 years,"$90,000 and over",231110
2014,Province 9,Fourth quintile,Transportation,Dollars,C901,17389,Couple families,45 to 54 years,Median total income,103360
2014,Province 9,Highest quintile,Total expenditure,Dollars,C902,175637,Couple families,55 to 64 years,All income groups,412370
2014,Province 9,Highest quintile,Food purchased from stores,Dollars,C903,8767,Couple families,55 to 64 years,"Under $10,000",3640
